sba_physical_declaration_number,sba_eidl_declaration_number,fema_disaster_number,sba_disaster_number,damaged_property_city_name,damaged_property_zip_code,damaged_property_county/parish_name,damaged_property_state_code,total_verified_loss,verified_loss_real_estate,verified_loss_content,total_approved_loan_amount,approved_amount_real_estate,approved_amount_content,year,incident_type
13103,13104,4068,FL-00071,PALM HARBOR,34683,PINELLAS,FL,63881,60931,2950,5600,5500,100,2012,Severe Storm
13103,13104,4068,FL-00071,PALM HARBOR,34684,PINELLAS,FL,58285,36071,22214,36500,31700,4800,2012,Severe Storm
13103,13104,4068,FL-00071,PALM HARBOR,34685,PINELLAS,FL,13043,13043,0,13200,13200,0,2012,Severe Storm
13103,13104,4068,FL-00071,PALMETTO,34221,MANATEE,FL,75253,65583,9670,27800,26700,1100,2012,Severe Storm
13103,13104,4068,FL-00071,PANACEA,32346,WAKULLA,FL,170070,140670,29400,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,PERRY,32347,TAYLOR,FL,11188,11188,0,11200,11200,0,2012,Severe Storm
13103,13104,4068,FL-00071,PERRY,32348,TAYLOR,FL,116887,115287,1600,46200,46200,0,2012,Severe Storm
13103,13104,4068,FL-00071,PINELLAS PARK,33781,PINELLAS,FL,36717,36717,0,20200,20200,0,2012,Severe Storm
13103,13104,4068,FL-00071,PINELLAS PARK,33782,PINELLAS,FL,96137,63802,32335,36500,32300,4200,2012,Severe Storm
13103,13104,4068,FL-00071,PLANT CITY,33563,HILLSBOROUGH,FL,16823,16823,0,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,PORT RICHEY,34668,PASCO,FL,1331290,946455,384835,500400,413700,86700,2012,Severe Storm
13103,13104,4068,FL-00071,REDINGTON BEACH,33708,PINELLAS,FL,81259,71259,10000,81400,71400,10000,2012,Severe Storm
13103,13104,4068,FL-00071,REDINGTON SHORES,33708,PINELLAS,FL,97375,97375,0,97400,97400,0,2012,Severe Storm
13103,13104,4068,FL-00071,RIVERVIEW,33569,HILLSBOROUGH,FL,67257,67257,0,63200,63200,0,2012,Severe Storm
13103,13104,4068,FL-00071,RIVERVIEW,33579,HILLSBOROUGH,FL,7759,7239,520,7800,7300,500,2012,Severe Storm
13103,13104,4068,FL-00071,SAFETY HARBOR,34695,PINELLAS,FL,21778,21778,0,20600,20600,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT GEORGE ISLAND,32328,FRANKLIN,FL,1550,0,1550,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33702,PINELLAS,FL,23363,23363,0,23400,23400,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33703,PINELLAS,FL,136950,132350,4600,69500,64900,4600,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33705,PINELLAS,FL,88431,82426,6005,21400,21400,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33707,PINELLAS,FL,58178,58178,0,47800,47800,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33710,PINELLAS,FL,73695,71895,1800,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33712,PINELLAS,FL,24372,24372,0,16400,16400,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33713,PINELLAS,FL,17872,14472,3400,10000,10000,0,2012,Severe Storm
13103,13104,4068,FL-00071,SAINT PETERSBURG,33716,PINELLAS,FL,5150,0,5150,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,SANDERSON,32087,BAKER,FL,112627,103402,9225,56000,51400,4600,2012,Severe Storm
13103,13104,4068,FL-00071,SARASOTA,34233,SARASOTA,FL,7320,0,7320,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,SARASOTA,34234,SARASOTA,FL,22325,16725,5600,9700,9700,0,2012,Severe Storm
13103,13104,4068,FL-00071,SARASOTA,34235,SARASOTA,FL,15431,15431,0,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,SEBRING,33870,HIGHLANDS,FL,9821,9821,0,9900,9900,0,2012,Severe Storm
13103,13104,4068,FL-00071,SEMINOLE,33772,PINELLAS,FL,79021,78901,120,76100,76000,100,2012,Severe Storm
13103,13104,4068,FL-00071,SEMINOLE,33777,PINELLAS,FL,20659,17159,3500,10000,10000,0,2012,Severe Storm
13103,13104,4068,FL-00071,SOPCHOPPPY,32358,WAKULLA,FL,10555,10555,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,SOPCHOPPY,32358,WAKULLA,FL,914027,557485,356542,267300,124700,142600,2012,Severe Storm
13103,13104,4068,FL-00071,SPRING HILL,34604,HERNANDO,FL,1400,0,1400,1400,0,1400,2012,Severe Storm
13103,13104,4068,FL-00071,SPRING HILL,34606,HERNANDO,FL,267501,263501,4000,100200,96600,3600,2012,Severe Storm
13103,13104,4068,FL-00071,SPRING HILL,34608,HERNANDO,FL,196785,194855,1930,132600,131100,1500,2012,Severe Storm
13103,13104,4068,FL-00071,SPRING HILL,34609,HERNANDO,FL,331513,317663,13850,193300,189100,4200,2012,Severe Storm
13103,13104,4068,FL-00071,SPRING HILL,34610,PASCO,FL,152942,147717,5225,28000,28000,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETE BEACH,33706,PINELLAS,FL,190564,178439,12125,101800,95600,6200,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERBSURG,33704,PINELLAS,FL,10524,10524,0,8500,8500,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33702,PINELLAS,FL,25924,25924,0,23500,23500,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33703,PINELLAS,FL,33216,33216,0,27200,27200,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33705,PINELLAS,FL,30843,30843,0,30900,30900,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33708,PINELLAS,FL,21798,21798,0,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33710,PINELLAS,FL,27852,27852,0,13500,13500,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33712,PINELLAS,FL,11098,9348,1750,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST PETERSBURG,33715,PINELLAS,FL,41801,41401,400,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST. PETERSBURG,33705,PINELLAS,FL,9829,9829,0,9000,9000,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST. PETERSBURG,33710,PINELLAS,FL,6628,6628,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST. PETERSBURG,33712,PINELLAS,FL,14790,14790,0,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST. PETERSBURG,33714,PINELLAS,FL,13338,12423,915,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST.PETERSBURG,33704,PINELLAS,FL,26724,26724,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,ST.PETERSBURG,33705,PINELLAS,FL,500,0,500,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,STARKE,32091,BRADFORD,FL,948997,641838,307159,385000,212900,172100,2012,Severe Storm
13103,13104,4068,FL-00071,STEINHATCHEE,32359,TAYLOR,FL,35720,35720,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,SUN CITY CENTER,33573,HILLSBOROUGH,FL,66642,66642,0,54400,54400,0,2012,Severe Storm
13103,13104,4068,FL-00071,TALLAHASSEE,32304,LEON,FL,6425,6425,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33602,HILLSBOROUGH,FL,62566,62566,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33603,HILLSBOROUGH,FL,13644,13644,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33604,HILLSBOROUGH,FL,16623,16623,0,15800,15800,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33605,HILLSBOROUGH,FL,14376,14376,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33609,HILLSBOROUGH,FL,14463,8963,5500,14000,8500,5500,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33610,HILLSBOROUGH,FL,101466,88341,13125,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33611,HILLSBOROUGH,FL,7123,7123,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33612,HILLSBOROUGH,FL,18964,15164,3800,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33613,HILLSBOROUGH,FL,12862,12312,550,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33615,HILLSBOROUGH,FL,18361,17811,550,14000,14000,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33617,HILLSBOROUGH,FL,17478,17478,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33619,HILLSBOROUGH,FL,15325,0,15325,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33624,HILLSBOROUGH,FL,13349,2674,10675,13400,2700,10700,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33626,HILLSBOROUGH,FL,53367,47867,5500,31100,31100,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33629,HILLSBOROUGH,FL,50278,47158,3120,17800,17800,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33634,HILLSBOROUGH,FL,71890,66090,5800,24800,24800,0,2012,Severe Storm
13103,13104,4068,FL-00071,TAMPA,33647,HILLSBOROUGH,FL,26209,26209,0,25500,25500,0,2012,Severe Storm
13103,13104,4068,FL-00071,TARPON SPRINGS,34689,PINELLAS,FL,119943,82678,37265,43500,39200,4300,2012,Severe Storm
13103,13104,4068,FL-00071,TIERRA VERDE,33715,PINELLAS,FL,102989,72789,30200,71300,71300,0,2012,Severe Storm
13103,13104,4068,FL-00071,TRINITY,34655,PASCO,FL,195838,184388,11450,90900,79900,11000,2012,Severe Storm
13103,13104,4068,FL-00071,VALRICO,33596,HILLSBOROUGH,FL,41566,41566,0,41700,41700,0,2012,Severe Storm
13103,13104,4068,FL-00071,VENICE,34285,SARASOTA,FL,6251,6251,0,6300,6300,0,2012,Severe Storm
13103,13104,4068,FL-00071,VENICE,34292,SARASOTA,FL,10415,10415,0,8800,8800,0,2012,Severe Storm
13103,13104,4068,FL-00071,VENICE,34293,SARASOTA,FL,52967,52967,0,48500,48500,0,2012,Severe Storm
13103,13104,4068,FL-00071,WEEKI WACHEE,34613,HERNANDO,FL,52377,52377,0,51700,51700,0,2012,Severe Storm
13103,13104,4068,FL-00071,WEEKI WACHEE,34614,HERNANDO,FL,3999,3999,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,WELLBORN,32094,SUWANNEE,FL,734529,524499,210030,497700,359900,105000,2012,Severe Storm
13103,13104,4068,FL-00071,WESLEY CHAPEL,33543,PASCO,FL,18607,17107,1500,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,WESLEY CHAPEL,33544,PASCO,FL,50032,50032,0,38600,38600,0,2012,Severe Storm
13103,13104,4068,FL-00071,WHITE SPRINGS,32096,COLUMBIA,FL,93918,55918,38000,62600,29700,32900,2012,Severe Storm
13103,13104,4068,FL-00071,WINTER HAVEN,33880,POLK,FL,38186,38186,0,6000,6000,0,2012,Severe Storm
13103,13104,4068,FL-00071,WINTER HAVEN,33881,POLK,FL,60014,60014,0,49200,49200,0,2012,Severe Storm
13103,13104,4068,FL-00071,ZEPHYRHILLS,33540,PASCO,FL,32256,32256,0,0,0,0,2012,Severe Storm
13103,13104,4068,FL-00071,ZEPHYRHILLS,33542,PASCO,FL,39287,39287,0,39400,39400,0,2012,Severe Storm
13241,13242,4078,OK-00063,BRISTOW,74010,CREEK,OK,2069839,1551789,518050,652500,550700,101800,2012,Fire
13241,13242,4078,OK-00063,DRUMRIGHT,74030,CREEK,OK,385822,302779,83043,111000,71000,40000,2012,Fire
13241,13242,4078,OK-00063,JENNINGS,74038,CREEK,OK,418649,325099,93550,257100,191800,65300,2012,Fire
13241,13242,4078,OK-00063,MANNFORD,74004,CREEK,OK,22311,6986,15325,22400,7000,15400,2012,Fire
13241,13242,4078,OK-00063,MANNFORD,74044,CREEK,OK,12445722,9146988,3298734,3825400,2628500,1126600,2012,Fire
13241,13242,4078,OK-00063,NOBLE,73068,CLEVELAND,OK,4024433,2886260,1138173,1301300,940200,361100,2012,Fire
13241,13242,4078,OK-00063,NORMAN,73026,CLEVELAND,OK,1649420,1202197,447223,748200,563000,185200,2012,Fire
13241,13242,4078,OK-00063,NORMAN,73071,CLEVELAND,OK,164777,108377,56400,105800,72600,33200,2012,Fire
13271,13272,4080,LA-00048,LA PLACE,70068,ST JOHN THE BAPTIST,LA,117805,73595,44210,94600,54600,40000,2012,Hurricane
13271,13272,4080,LA-00048,:LAPLACE,70068,ST JOHN THE BAPTIST,LA,102392,65992,36400,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,ABITA SPRINGS,70420,SAINT TAMMANY,LA,293616,186994,106622,85100,82800,2300,2012,Hurricane
13271,13272,4080,LA-00048,AKERS,70421,ST JOHN THE BAPTIST,LA,134629,119479,15150,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,AKERS,70421,TANGIPAHOA,LA,1034151,885371,148780,338200,266900,71300,2012,Hurricane
13271,13272,4080,LA-00048,AKIERS,70421,TANGIPAHOA,LA,16250,0,16250,14000,0,14000,2012,Hurricane
13271,13272,4080,LA-00048,ALGIERS,70114,ORLEANS,LA,22445,8745,13700,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,ALGIERS,70130,ORLEANS,LA,6851,3901,2950,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,ALGIERS,70131,ORLEANS,LA,3960,3960,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,AMA,70031,SAINT CHARLES,LA,96489,91789,4700,59900,56100,3800,2012,Hurricane
13271,13272,4080,LA-00048,AMELIA,70340,SAINT MARY,LA,18744,18744,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,AMITE,70403,TANGIPAHOA,LA,79181,73806,5375,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,AMITE,70422,SAINT HELENA,LA,31988,31678,310,32000,31700,300,2012,Hurricane
13271,13272,4080,LA-00048,AMITE,70422,TANGIPAHOA,LA,489704,452634,37070,288300,276800,11500,2012,Hurricane
13271,13272,4080,LA-00048,AMITE,70442,SAINT HELENA,LA,53409,49909,3500,53500,50000,3500,2012,Hurricane
13271,13272,4080,LA-00048,ANGIE,70426,WASHINGTON,LA,175278,167328,7950,64700,63100,1600,2012,Hurricane
13271,13272,4080,LA-00048,ARABI,70032,SAINT BERNARD,LA,829760,758505,71255,284200,260400,23800,2012,Hurricane
13271,13272,4080,LA-00048,ARABI,70043,SAINT BERNARD,LA,3613,3613,0,3700,3700,0,2012,Hurricane
13271,13272,4080,LA-00048,ASSUMPTION,70391,ASSUMPTION,LA,20266,20266,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,AVONDALE,70094,JEFFERSON,LA,993272,844332,148940,523700,473400,50300,2012,Hurricane
13271,13272,4080,LA-00048,BAKER,70714,EAST BATON ROUGE,LA,48428,47408,1020,17800,17800,0,2012,Hurricane
13271,13272,4080,LA-00048,BAKER,70715,EAST BATON ROUGE,LA,11441,11441,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BALDWIN,70514,SAINT MARY,LA,87515,82965,4550,55000,55000,0,2012,Hurricane
13271,13272,4080,LA-00048,BALWIN,70514,SAINT MARY,LA,5069,5069,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BARATARIA,70036,JEFFERSON,LA,2647652,1937152,710500,744400,570200,174200,2012,Hurricane
13271,13272,4080,LA-00048,BARATARIA,70037,JEFFERSON,LA,12854,12854,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BARATARIA,70039,JEFFERSON,LA,93233,93233,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70802,EAST BATON ROUGE,LA,58436,37828,20608,44300,29200,15100,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70805,EAST BATON ROUGE,LA,62420,57620,4800,28000,26100,1900,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70806,EAST BATON ROUGE,LA,33439,33439,0,8000,8000,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70807,EAST BATON ROUGE,LA,8126,2471,5655,1900,0,1900,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70808,EAST BATON ROUGE,LA,9430,1990,7440,9500,2000,7500,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70810,EAST BATON ROUGE,LA,258777,241652,17125,230500,214100,16400,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70811,EAST BATON ROUGE,LA,113140,104270,8870,2800,2800,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70814,EAST BATON ROUGE,LA,22358,22008,350,14000,14000,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70815,EAST BATON ROUGE,LA,63381,63381,0,30200,30200,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70816,EAST BATON ROUGE,LA,47678,36268,11410,10300,6500,3800,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70817,EAST BATON ROUGE,LA,72964,67264,5700,22000,17600,4400,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70818,EAST BATON ROUGE,LA,23763,23763,0,23900,23900,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70819,EAST BATON ROUGE,LA,11288,11288,0,11300,11300,0,2012,Hurricane
13271,13272,4080,LA-00048,BATON ROUGE,70820,EAST BATON ROUGE,LA,39855,39855,0,34000,34000,0,2012,Hurricane
13271,13272,4080,LA-00048,BELLE CAHSSE,70037,PLAQUEMINES,LA,10475,495,9980,10500,500,10000,2012,Hurricane
13271,13272,4080,LA-00048,BELLE CHASE,70037,PLAQUEMINES,LA,29872,28122,1750,13000,13000,0,2012,Hurricane
13271,13272,4080,LA-00048,BELLE CHASSE,70037,PLAQUEMINES,LA,3963182,3545210,417972,2233400,1981900,216100,2012,Hurricane
13271,13272,4080,LA-00048,BELLE CHASSE,70083,PLAQUEMINES,LA,5137,5137,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BELLE CHASSSE,70037,PLAQUEMINES,LA,9945,9945,0,8500,8500,0,2012,Hurricane
13271,13272,4080,LA-00048,BELLE ROSE,70341,ASSUMPTION,LA,79742,69217,10525,39100,37100,2000,2012,Hurricane
13271,13272,4080,LA-00048,BELLECHASSE,70037,PLAQUEMINES,LA,72264,67514,4750,5500,5500,0,2012,Hurricane
13271,13272,4080,LA-00048,BERWICK,70342,SAINT MARY,LA,36767,32567,4200,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BOGALUSA,70427,SAINT TAMMANY,LA,110776,85591,25185,61800,40700,21100,2012,Hurricane
13271,13272,4080,LA-00048,BOGALUSA,70427,WASHINGTON,LA,414233,338973,75260,189900,181400,8500,2012,Hurricane
13271,13272,4080,LA-00048,BOOTHVILLE,70038,PLAQUEMINES,LA,482502,361692,120810,334800,278500,56300,2012,Hurricane
13271,13272,4080,LA-00048,BOOTHVILLE,70041,PLAQUEMINES,LA,9900,0,9900,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BOOTVILLE,70038,PLAQUEMINES,LA,8319,7744,575,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BOURG,70343,LAFOURCHE,LA,18022,18022,0,13300,13300,0,2012,Hurricane
13271,13272,4080,LA-00048,BOURG,70343,TERREBONNE,LA,117965,100695,17270,18600,18400,200,2012,Hurricane
13271,13272,4080,LA-00048,BOUTTE,70039,JEFFERSON,LA,1200,0,1200,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BOUTTE,70039,SAINT CHARLES,LA,79856,73981,5875,36900,34100,2800,2012,Hurricane
13271,13272,4080,LA-00048,BRAITHWAITE,70040,PLAQUEMINES,LA,46932602,35440055,11492547,16459200,13025000,3434200,2012,Hurricane
13271,13272,4080,LA-00048,BRAITHWAITE,70040,SAINT BERNARD,LA,871644,758969,112675,176100,173600,2500,2012,Hurricane
13271,13272,4080,LA-00048,BRAITHWAITE,70043,PLAQUEMINES,LA,416849,344949,71900,240000,2.00E+05,40000,2012,Hurricane
13271,13272,4080,LA-00048,BRAITHWAITE,70085,PLAQUEMINES,LA,471613,399313,72300,240000,2.00E+05,40000,2012,Hurricane
13271,13272,4080,LA-00048,BRAITWAITE,70040,PLAQUEMINES,LA,43900,0,43900,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BRAITYHWAITE,70040,PLAQUEMINES,LA,513072,437172,75900,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BRATHWAITE,70040,PLAQUEMINES,LA,292035,204510,87525,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BRIDGE CITY,70094,JEFFERSON,LA,428293,382295,45998,283400,267800,11000,2012,Hurricane
13271,13272,4080,LA-00048,BRUSLY,70719,WEST BATON ROUGE,LA,47869,46629,1240,37600,36400,1200,2012,Hurricane
13271,13272,4080,LA-00048,BURAS,70041,PLAQUEMINES,LA,4855475,4070617,784858,1674600,1378900,295700,2012,Hurricane
13271,13272,4080,LA-00048,BURAS,70091,PLAQUEMINES,LA,4320,2495,1825,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BURAS,77037,PLAQUEMINES,LA,34337,31257,3080,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BURRAS,70041,PLAQUEMINES,LA,16974,16474,500,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,BUSH,70431,SAINT TAMMANY,LA,233460,121848,111612,108600,68600,40000,2012,Hurricane
13271,13272,4080,LA-00048,CARRIERE,39426,PEARL RIVER,MS,20733,19583,1150,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,CHALMETTE,70043,SAINT BERNARD,LA,3369366,2969366,4.00E+05,1824500,1652700,167800,2012,Hurricane
13271,13272,4080,LA-00048,CHALMETTE,70085,SAINT BERNARD,LA,4928,4928,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,CHARENTON,70544,SAINT MARY,LA,8886,8886,0,7000,7000,0,2012,Hurricane
13271,13272,4080,LA-00048,CHAUVIN,70344,TANGIPAHOA,LA,15648,15648,0,15700,15700,0,2012,Hurricane
13271,13272,4080,LA-00048,CHAUVIN,70344,TERREBONNE,LA,184915,163015,21900,89200,68200,21000,2012,Hurricane
13271,13272,4080,LA-00048,CONVENT,70723,SAINT JAMES,LA,97134,92284,4850,27400,26900,500,2012,Hurricane
13271,13272,4080,LA-00048,COVINGTON,70433,SAINT TAMMANY,LA,3140527,2233613,906914,1688200,1282900,405300,2012,Hurricane
13271,13272,4080,LA-00048,COVINGTON,70435,SAINT TAMMANY,LA,357105,332055,25050,114500,102300,12200,2012,Hurricane
13271,13272,4080,LA-00048,CROWN POINT,70072,JEFFERSON,LA,71113,52538,18575,59400,42100,17300,2012,Hurricane
13271,13272,4080,LA-00048,CUT OFF,70345,LAFOURCHE,LA,713121,691431,21690,321600,316900,4700,2012,Hurricane
13271,13272,4080,LA-00048,CUTOFF,70345,LAFOURCHE,LA,56858,56858,0,35700,35700,0,2012,Hurricane
13271,13272,4080,LA-00048,DARROW,70725,ASCENSION,LA,123611,120436,3175,82900,80400,2500,2012,Hurricane
13271,13272,4080,LA-00048,DEHAM SPRINGS,70726,LIVINGSTON,LA,6923,6923,0,4400,4400,0,2012,Hurricane
13271,13272,4080,LA-00048,DENHAM SPRING,70726,LIVINGSTON,LA,14163,12813,1350,14000,12900,1100,2012,Hurricane
13271,13272,4080,LA-00048,DENHAM SPRINGS,70706,LIVINGSTON,LA,123777,98552,25225,17600,14800,2800,2012,Hurricane
13271,13272,4080,LA-00048,DENHAM SPRINGS,70726,LIVINGSTON,LA,641516,480426,161090,146100,94800,51300,2012,Hurricane
13271,13272,4080,LA-00048,DES ALLEMANDS,70030,LAFOURCHE,LA,209719,168219,41500,138000,99200,38800,2012,Hurricane
13271,13272,4080,LA-00048,DES ALLEMANDS,70030,SAINT CHARLES,LA,324514,292814,31700,143600,130700,12900,2012,Hurricane
13271,13272,4080,LA-00048,DESALLEMANDS,70030,LAFOURCHE,LA,198420,194820,3600,195300,191700,3600,2012,Hurricane
13271,13272,4080,LA-00048,DESALLEMANDS,70030,SAINT CHARLES,LA,30063,30063,0,10100,10100,0,2012,Hurricane
13271,13272,4080,LA-00048,DESTREHAN,70047,SAINT CHARLES,LA,1284950,1236468,48482,919000,884800,34200,2012,Hurricane
13271,13272,4080,LA-00048,DONALDSONVILLE,70346,ASCENSION,LA,75827,68802,7025,65400,63300,2100,2012,Hurricane
13271,13272,4080,LA-00048,DULAC,70353,TERREBONNE,LA,92695,58695,34000,26300,17100,9200,2012,Hurricane
13271,13272,4080,LA-00048,EDGARD,70049,ST JOHN THE BAPTIST,LA,383093,344843,38250,273700,245500,28200,2012,Hurricane
13271,13272,4080,LA-00048,EMPIRE,70041,PLAQUEMINES,LA,37314,31614,5700,27300,24800,2500,2012,Hurricane
13271,13272,4080,LA-00048,EMPIRE,70050,PLAQUEMINES,LA,290493,256323,34170,125200,116700,8500,2012,Hurricane
13271,13272,4080,LA-00048,ETHEL,70730,EAST FELICIANA,LA,5899,4299,1600,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,FLUKER,70436,TANGIPAHOA,LA,57947,57947,0,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,FOLSOM,70437,SAINT TAMMANY,LA,261754,240604,21150,152900,133600,19300,2012,Hurricane
13271,13272,4080,LA-00048,FOLSOM,70437,TANGIPAHOA,LA,20058,19778,280,0,0,0,2012,Hurricane
13271,13272,4080,LA-00048,FRANKLIN,70538,SAINT MARY,LA,177183,170013,7170,107300,106600,700,2012,Hurricane
13271,13272,4080,LA-00048,FRANKLINTON,70438,WASHINGTON,LA,1059323,812728,246595,240100,143600,96500,2012,Hurricane
13271,13272,4080,LA-00048,FRENCH SETTLEMENT,70733,LIVINGSTON,LA,214139,129119,85020,87500,48300,39200,2012,Hurricane
13271,13272,4080,LA-00048,GALLIANO,70354,LAFOURCHE,LA,116709,115929,780,42400,42400,0,2012,Hurricane
13271,13272,4080,LA-00048,GARYVILLE,70051,ST JOHN THE BAPTIST,LA,711571,631681,79890,133800,122500,11300,2012,Hurricane
13271,13272,4080,LA-00048,GEISMAR,70734,ASCENSION,LA,51876,51876,0,16800,16800,0,2012,Hurricane
13271,13272,4080,LA-00048,GHEENS,70355,LAFOURCHE,LA,528711,466176,62535,106000,68300,37700,2012,Hurricane
13271,13272,4080,LA-00048,GIBSON,70356,TERREBONNE,LA,238131,203511,34620,44500,43000,1500,2012,Hurricane
13271,13272,4080,LA-00048,GOLDEN MEADOW,70357,LAFOURCHE,LA,352292,297837,54455,30700,30700,0,2012,Hurricane
13271,13272,4080,LA-00048,GONZALES,70737,ASCENSION,LA,589810,471083,118727,246600,208700,37900,2012,Hurricane
13271,13272,4080,LA-00048,GRAMERCY,70052,SAINT JAMES,LA,237716,215971,21745,149400,134300,15100,2012,Hurricane
13271,13272,4080,LA-00048,GRAND ISLE,70358,JEFFERSON,LA,344313,305204,39109,150300,136700,13600,2012,Hurricane
13271,13272,4080,LA-00048,GRAY,70359,LAFOURCHE,LA,14190,14190,0,10300,10300,0,2012,Hurricane
